sample,FG001,FG002,FG003,FG004,FG005,FG006,FG007,FG009,FG010,FG011,FG013,FG014,FG015,FG016,FG017,FG018,FG019,FG021,FG024,FG026,FG027,FG031,FG032,FG033,FG034,FG035,FG100_B,FG101_B,FG102_B,FG103_B,FG104_B,FG106,FG107,FG108,FG109,FG111,FG201,FG202,FG203,FG204,FG205,FG206,FG207,FG209,FG210,FG211,FG212,Q314,Q316,Q318,Q323,Q324,Q325,Q326,Q330,Q332,Q334,Q338,Q339,Q347,Q351,Q352,Q353,Q354,Q355,Q356
255,0808,0808,0000,0404,0505,0000,0000,0404,0404,0404,0404,0707,0404,0404,0404,0408,0000,0000,0505,0000,0404,0408,0202,0404,0808,0808,0404,0204,0404,0404,0408,0404,0101,0404,0808,0404,0404,0404,0404,0404,0408,0000,0404,0404,0404,0000,0203,0406,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0202,0404,0204,0000,0404,0204,0202,0000
256,0606,0000,0206,0606,0206,0000,0202,0202,0306,0202,0606,0000,0206,0406,0000,0306,0606,0406,0606,0206,0606,0202,0206,0202,0206,0606,0000,0206,0206,0000,0202,0206,0206,0000,0407,0406,0202,0206,0204,0206,0206,0206,0000,0206,0206,0206,0202,0404,0406,0206,0206,0606,0606,0506,0206,0000,0406,0000,0206,0406,0204,0606,0303,0206,0202,0206
259,0000,0405,0206,0606,0406,0606,0404,0202,0204,0406,0606,0101,0606,0202,0104,0404,0202,0606,0101,0202,0606,0206,0404,0606,0202,0202,0404,0204,0304,0206,0000,0404,0206,0404,0202,0404,0204,0406,0202,0000,0102,0204,0204,0406,0404,0404,0404,0407,0204,0404,0606,0606,0206,0404,0106,0102,0000,0000,0202,0606,0606,0606,0505,0104,0102,0104
262,0606,0606,0606,0606,0606,0613,0606,0808,0606,0606,0506,0101,0606,0606,0606,0306,0606,0606,0000,0000,0606,0606,0606,0606,0606,0606,0606,0306,0606,0606,0104,0606,0606,0606,0909,0306,0611,0606,0606,0606,0606,0707,0606,0609,0106,0606,0606,0606,0606,0610,0606,0606,0606,0606,0606,0606,0606,0606,0206,0606,0606,0606,0606,1212,0606,0606
268,0303,0303,0303,0313,0404,0306,0303,0613,1017,0303,0303,0103,0303,1717,0314,0613,0309,0313,1111,0303,1212,0303,0317,0315,0613,0313,0303,0313,0317,1314,0306,0506,1314,0613,0320,1717,0303,0809,1317,0313,0309,0713,0313,0303,0306,0613,0203,0313,0315,0000,0310,0313,0303,1111,0303,0303,1818,1515,0306,1013,0313,1819,0303,1617,0606,0613
278,0405,0405,0505,0405,0505,0405,0405,0000,0405,0405,0000,0405,0305,0000,0405,0000,0305,0405,0405,0405,0405,0000,0000,0505,0405,0405,0405,0505,0405,0000,0405,0405,0405,0405,0405,0405,0405,0405,0505,0305,0105,0405,0405,0000,0505,0405,0000,0405,0405,0405,0505,0405,0405,0505,0405,0405,0505,0505,0405,0505,0405,0505,0505,0505,0405,0405
283,0612,0613,0000,0606,0306,0608,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0611,0606,0606,0606,0606,0606,0608,0406,0606,0606,0106,0614,0606,0606,0606,0306,0606,0606,0606,0606,0606,0609,0608,0506,0607,0606,0606,0606,0608,0606,0606,0608,0606,0606,0606,0406,0206,0505,0609,0609,0606,0606,0606,0606,0610,0606
285,0505,0505,0505,0505,0305,0505,0507,0505,0507,0507,0000,0205,0507,0508,0505,0000,0505,0505,0507,0505,0507,0505,0505,0505,0507,0505,0305,0507,0505,0507,0505,0505,0505,0505,0505,0505,0105,0505,0505,0505,0505,0507,0507,0505,0505,0505,0505,0505,0507,0506,0505,0505,0303,0505,0505,0707,0000,0505,0305,0505,0507,0505,0505,0505,0305,0509
291,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0103,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0000,0101,0101,0101
303,0505,0000,0505,0505,0506,0505,0505,0505,0505,0505,0505,0505,0505,0202,0505,0505,0205,0507,0507,0505,0205,0405,0505,0305,0205,0505,0505,0205,0505,0505,0505,0505,0205,0505,0505,0404,0505,0505,0508,0404,0505,0507,0205,0205,0505,0505,0505,0505,0505,0205,0505,0505,0505,0505,0405,0505,0505,0505,0505,0505,0505,0505,0505,0505,0405,0202
304,0303,0303,0311,0303,0306,0311,0303,0303,0310,0303,0303,0306,0303,0305,0311,0303,0303,0303,0312,0000,0303,0303,0303,0303,1111,0303,0303,0203,0311,0303,0312,0303,1213,0303,0303,0311,0303,0303,0305,0709,0311,0303,0000,0311,0311,0312,0311,0303,0309,0303,0307,0000,0303,0311,0101,0303,0303,0303,0304,0303,0303,0303,0000,0311,0303,0311
305,0405,0505,0505,0205,0505,0505,0505,0205,0205,0505,0505,0105,0202,0505,0505,0000,0000,0505,0000,0305,0508,0505,0505,0505,0000,0000,0505,0505,0606,0101,0205,0505,0505,0105,0505,0505,0505,0505,0505,0507,0505,0305,0505,0505,0205,0205,0505,0205,0506,0405,0205,0202,0202,0505,0505,0205,0505,0505,0205,0205,0505,0505,0505,0505,0505,0508
306,0506,0911,0615,0000,0909,0609,0109,0615,0915,0609,0609,0615,0606,0615,1414,0916,1515,0000,0609,0000,0000,0000,1115,0611,0406,0000,0506,0517,0913,0615,0916,0000,0613,0609,0615,0309,0105,0409,0616,0606,0915,1516,1517,0615,1516,1515,0606,0606,0615,0915,1515,0000,1213,1515,0615,0615,0506,0606,0206,0515,0615,0609,0909,0606,0609,0606
308,1212,1212,1212,0212,1212,1214,1212,0212,1212,0808,1212,1212,1212,1221,1213,1212,0712,0712,1216,1818,0909,1212,1518,1215,1218,1212,1212,0912,1316,1012,1818,0512,1212,1212,0612,1212,1212,1212,0812,1213,0121,1212,1212,1221,1217,1122,1212,0212,0913,1220,1313,1218,0412,0313,1215,1212,1212,0000,1212,1212,0000,1212,1212,0112,1212,1219
309,0606,0606,0000,0303,0303,0306,0606,0606,0606,0606,0306,0611,0606,0606,0306,0306,0303,0606,0606,0606,0606,0606,0306,0306,0606,0606,0809,0310,0606,0606,0306,0303,0606,0306,0606,0606,0606,0303,0606,0607,0306,0607,0000,0303,0306,0606,0306,0606,0303,0608,0303,0506,0306,0103,0606,0606,0606,0000,0606,0406,0303,0606,0303,0204,0606,0606
311,0606,0606,0606,0000,0606,0610,0606,0606,0606,0606,0606,0606,0000,0606,0606,0206,0606,0606,0606,0000,0606,0506,0606,0606,0606,0000,0606,0606,0606,0606,0606,0206,0606,0609,0606,0606,0606,0606,0606,0506,0606,0607,0606,0606,0606,0606,0606,0606,0606,0606,0406,0606,0306,0606,0106,0606,0606,0606,0406,0606,0606,0606,0606,0606,0606,0608
312,0707,0710,0708,0707,0707,0714,0707,0707,0708,0707,0708,0707,0707,0707,0714,0707,0714,0707,0708,0000,0714,0707,0707,0407,0808,1414,0607,0708,0707,0712,0716,0909,0708,0711,0707,0105,0707,0808,0708,0808,0000,1415,0707,0708,1414,0313,1414,0707,0707,0000,0808,0708,0707,0714,0707,0708,0707,0814,0211,0714,0708,0708,0000,0714,0707,0714
317,0405,0505,0105,0505,0507,0410,0000,0505,0505,0510,0505,0509,0505,0000,0000,0505,0505,0205,0510,0507,0505,0000,0405,0405,0105,0505,0507,0505,0505,0105,0410,0410,0105,0105,0505,0205,0505,0405,0510,0510,0505,0505,0510,0510,0110,0505,0405,0610,0505,0510,0505,0508,0105,0505,0510,0305,0510,0105,0105,0510,0410,0505,0505,0510,0000,0505
319,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303
323,0000,0303,0303,0303,0101,0305,0304,0000,0303,0505,0404,0305,0000,0505,0303,0000,0304,0303,0305,0000,0303,0303,0303,0204,0505,0404,0304,0000,0606,0303,0505,0303,0303,0707,0000,0303,0303,0305,0303,0204,0305,0405,0000,0303,0303,0000,0303,0303,0305,0305,0505,0303,0505,0303,0505,0305,0305,0404,0000,0303,0000,0305,0000,0404,0202,0000
327,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202
333,0309,0508,0411,0305,0304,0305,0304,0505,0511,0508,0303,0404,0105,0404,0305,0404,0405,0404,0405,0000,0405,0411,0312,0505,0311,0105,0411,0104,0511,0304,0104,0212,0511,0405,1414,0310,0404,0509,0311,0505,0413,1111,0811,0404,0405,0404,0405,0304,0000,1212,0000,0404,1414,0606,0311,0303,0511,0305,0411,0404,0512,0405,0305,0405,0312,0514
336,0909,1212,1313,0505,1313,0313,1313,1313,0000,1919,1313,0507,0000,1323,0000,1313,1313,2222,0000,0101,1317,0000,1313,1414,0000,0115,0707,1313,1111,1313,0404,1313,0113,1515,1313,1616,1313,1313,1313,1113,1313,0208,1319,0118,1313,1421,1313,1313,1313,1313,1313,1322,1022,0000,1123,1313,2323,0000,1213,1323,1313,1111,1313,1319,0000,1320
337,0405,0505,0405,0505,0404,0406,0505,0405,0404,0404,0404,0404,0404,0505,0405,0505,0404,0505,0405,0404,0404,0405,0404,0404,0404,0404,0000,0405,0505,0404,0404,0405,0505,0405,0405,0405,0404,0404,0404,0404,0404,0000,0404,0404,0404,0405,0405,0404,0405,0505,0404,0404,0303,0405,0505,0104,0405,0405,0404,0404,0505,0405,0000,0000,0405,0204
341,0307,0707,0307,0707,0307,0303,0707,0303,0709,0303,0710,0909,0307,0303,0307,0707,0303,0709,0000,0307,0303,0303,0707,0303,0709,0303,0507,0303,0000,0307,0709,0303,0303,0909,0307,0606,0808,0307,0000,0303,0307,0707,0000,0303,0307,0303,0303,0307,0303,1010,0303,0307,0107,0303,0309,0303,0303,0305,0709,0303,0103,0707,0303,0309,0303,0407
342,1111,1313,1111,1111,1111,1111,0000,1111,1111,0611,0707,0610,1111,1111,1111,1111,1111,1111,1111,1111,0101,1111,1111,0000,0000,1111,1111,0000,0404,1111,0000,0211,1111,1111,1111,1111,1515,1111,1111,1111,1111,0811,1111,1111,1111,1717,1111,1112,1616,0311,1111,1111,1111,1111,0000,1011,0505,1111,1111,1114,0909,1111,1111,1111,1111,1111
343,0307,0303,0103,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0105,0103,0303,0000,0707,0307,0307,0303,0305,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0104,0000,0103,0303,0101,0000,0303,0102,0103,0103,0303,0303,0103,0303,0304,0307,0304,0304,0309,0306,0000,0103,0303,0303,0307,0303,0303,0307,0303
350,0707,0707,0707,0707,0707,0707,0707,0707,0708,0707,0707,0707,0707,0707,0707,0000,0707,0707,0607,0707,0707,0707,0707,0307,0707,0707,0707,0707,0407,0707,0606,0708,0607,0407,0607,0407,0107,0707,0407,0507,0707,0707,0607,0707,0607,0707,0707,0707,0707,0404,0708,0707,0707,0707,0707,0707,0707,0707,0708,0708,0708,0207,0707,0707,0707,0000
352,0206,0202,0202,0000,0202,0206,0206,0206,0202,0202,0303,0202,0406,0202,0210,0204,0202,0202,0610,0204,0206,0206,0204,0202,0606,0204,0406,0204,0202,0206,0204,0202,0202,0202,0204,0202,0206,0202,0205,0410,0206,0202,0202,0406,0202,0202,0206,0000,0202,0404,0202,0206,0210,0406,0202,0202,0202,0206,0910,0408,0202,0202,0606,0206,0202,0407
356,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202
357,0404,0404,0404,0404,0404,0104,0404,0304,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0409,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0407,0404,0408,0404,0404,0404,0404,0404,0406,0409,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0304,0404,0404,0404,0404
360,0505,0505,0505,0505,0505,0101,0505,0505,0000,0505,0505,0505,0505,0505,0505,0707,0505,0505,0505,0507,0707,0505,0505,0405,0505,0405,0505,0505,0505,0707,0505,0505,0505,0405,0505,0405,0505,0000,0505,0505,0000,0404,0505,0505,0505,0404,0505,0505,0507,0505,0105,0505,0505,0505,0505,0505,0505,0505,0000,0000,0202,0000,0505,0404,0505,0505
367,1111,0707,0505,0707,0707,0709,1010,1111,0707,0000,0707,1011,0505,0505,0710,1010,0000,0707,0000,0000,0307,0707,0711,1113,0707,0707,0505,0707,0205,0707,0707,1010,0505,0507,0510,0708,0707,0101,0505,1111,1111,0000,0000,1010,1010,0707,0707,0710,1414,0707,1111,0410,0000,1111,1212,0505,0710,1010,0507,1111,1111,0000,0000,0000,0606,0707
369,2020,0120,0404,0319,0000,0000,0505,1632,0303,0419,1919,0404,1919,1926,1919,0000,0419,0404,1919,1220,0409,0404,0419,1925,0419,0000,1317,0404,0412,3031,2121,1519,0404,1919,1924,1919,0409,0000,0419,2027,0419,0419,0303,0404,0000,0429,2122,0419,0409,0428,0412,1919,1923,1919,0000,0309,0910,0919,0404,1926,0414,0819,2525,0204,0404,0620
370,0303,0303,0303,0303,0303,0303,0305,0305,0304,0000,0303,0303,0303,0303,0305,0303,0303,0303,0303,0304,0304,0303,0304,0303,0406,0000,0303,0303,0303,0303,0103,0303,0304,0304,0303,0304,0404,0304,0404,0303,0203,0608,0000,0303,0303,0304,0304,0303,0304,0306,0307,0304,0303,0307,0303,0303,0304,0303,0304,0303,0304,0303,0303,0304,0304,0303
376,0303,0303,0303,0303,0303,0000,0303,0000,0303,0000,0202,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0305,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0306,0303,0303,0303,0303,0000,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0000,0303,0000,0303
377,1616,0101,1414,0208,0808,0202,0808,0517,1313,0614,0608,0202,0714,0606,0000,1414,0606,1414,1417,0808,1414,0202,0914,1313,0514,0814,0707,0202,1212,0000,0808,1414,0808,0408,0000,0202,1314,0000,0809,1214,1414,0000,1010,1313,0000,0808,0814,0616,0815,0614,1414,1414,1414,1414,0814,0606,0404,1414,0814,1314,1414,0808,1414,0810,0314,0808
379,2023,1010,0000,1010,1010,1417,1010,2323,1010,0000,1021,1012,1919,1010,1212,1010,1019,0110,1023,1015,1015,0610,1019,1010,1010,1010,0000,0911,1010,1010,1010,1022,1015,1010,1023,0202,0505,1010,1010,1010,1010,1014,1023,1010,0000,1010,1010,1010,1012,1010,1010,1010,1314,1010,1010,0000,1010,0000,1010,1018,0610,1010,1010,1010,1019,0606
380,0405,0101,0202,0101,0202,0202,0202,0202,0203,0202,0202,0000,0000,0000,0205,0202,0000,0505,0505,0000,0105,0000,0204,0405,0202,0205,0204,0505,0000,0202,0102,0202,0000,0505,0202,0204,0204,0205,0202,0204,0204,0202,0206,0505,0203,0606,0202,0404,0303,0102,0202,0203,0204,0205,0505,0404,0505,0202,0202,0404,0202,0202,0202,0102,0205,0000
382,1414,0101,0110,1414,1214,1414,1414,1414,0000,1212,0514,1414,0000,1414,0614,0000,1414,1414,1818,1414,1014,1212,1414,0000,1414,0614,1414,1414,1414,1015,1414,0000,1414,1414,0412,1414,1414,0000,0514,0808,0614,0000,1414,1416,1414,1417,1414,1414,1314,0101,1414,1414,1111,1414,0714,1818,1414,1414,1414,1414,0114,0614,1414,0101,0809,0414
387,0202,0505,0000,0202,0505,0202,0000,0205,0405,0505,0000,0505,0505,0505,0505,0505,0205,0405,0404,0505,0505,0505,0505,0505,0405,0000,0000,0202,0709,0205,0205,0505,0505,0505,0505,0505,0205,0505,0505,0205,0606,0505,0505,0505,0506,0000,0202,0303,0505,0505,0505,0000,0000,0505,0101,0505,0505,0505,0505,0202,0508,0202,0505,0205,0505,0000
391,0606,0609,0606,0606,0606,0606,0000,0606,0606,0606,0606,0606,0608,0206,0506,0606,0808,0606,0106,0606,0606,0109,0608,0910,0506,0606,0505,0606,0606,0506,0510,0505,0606,0606,0607,0606,0606,0108,0606,0606,0606,0606,0606,0606,0406,0606,0606,0606,0606,0606,0606,0206,0609,0606,0606,0606,0608,0606,0607,0306,0606,0606,0505,0606,0606,0606
392,1013,1313,0108,0913,1319,0713,1313,0000,1314,1313,1316,0613,1313,0822,0000,0313,0309,1013,0000,1317,1919,1313,0303,1919,0315,0313,1313,0813,0513,0713,1313,1919,1313,0606,1318,0313,0606,0000,1319,0000,0707,1313,1314,0122,0813,1013,1313,0316,0423,1313,1313,1317,1313,1319,1313,0613,1313,2121,1319,1313,0813,1113,0000,1213,0913,0419
395,0606,0202,0306,0606,0109,0606,0607,0000,0808,0606,0607,0707,0707,0606,0606,0303,0606,0000,0000,0606,0708,0000,0306,0307,0608,0607,0606,0606,0708,0101,0606,0000,0707,0606,0000,0707,0000,0606,0607,0606,0202,0607,0606,0000,0707,0000,0606,0607,0306,0606,0305,0707,0707,0505,0707,0103,0607,0707,0707,0909,0707,0707,0606,0606,0606,0000
398,0000,0606,0606,0606,0607,0505,0000,0606,0606,0505,0606,0606,0505,0000,0707,0606,0505,0606,0606,0506,0000,0000,0306,0206,0506,0606,0306,0606,0606,0000,0309,0606,0606,0606,0606,0606,1010,0606,0606,0202,0606,0101,0000,0000,0606,0606,0606,0505,0606,0506,0506,0606,0506,0404,0306,0606,0606,0505,0000,0303,0606,0808,0000,0000,0506,0606
400,0210,1619,1010,0110,1010,0610,1616,1010,0000,1010,1111,0218,1010,0000,1010,0000,1010,1015,1010,0202,1717,1010,1010,1616,1020,1010,1019,1414,1010,1010,1010,1010,1014,0110,0710,1010,1010,0909,1019,1313,1014,1919,1013,1016,0000,0000,1010,1010,0510,0410,0416,1010,0000,1010,1010,1016,1420,0000,1014,1015,0415,1010,1010,1019,1316,1010
401,1010,0202,1010,1010,0415,1010,0215,0000,0210,1010,1010,0202,1010,1010,1010,0610,1010,1010,1010,0215,1010,1010,0000,1010,0210,0000,1011,0202,1010,1010,0210,0110,1010,0000,0210,0210,0210,1010,1010,1010,1010,0202,0909,1010,1010,1010,0209,1010,0202,1010,1010,0210,0210,0000,1010,0000,1010,0909,0000,0000,0000,1010,1010,1010,1010,0210
405,0205,0000,0202,0202,0202,0202,0202,0101,0202,0202,0202,0205,0505,0505,0505,0205,0205,0202,0202,0202,0205,0000,0505,0205,0505,0202,0202,0202,0202,0205,0203,0202,0202,0506,0202,0202,0205,0202,0205,0202,0204,0202,0000,0205,0205,0505,0202,0505,0206,0205,0205,0205,0202,0202,0202,0202,0202,0505,0205,0202,0505,0202,0000,0202,0000,0205
413,0406,0404,0404,0404,0404,0406,0404,0306,0404,0404,0204,0205,0404,0404,0406,0404,0404,0404,0406,0404,0404,0404,0000,0202,0404,0406,0404,0206,0404,0404,0506,0404,0404,0404,0406,0404,0404,0404,0404,0407,0204,0104,0404,0404,0606,0404,0000,0606,0404,0404,0406,0408,0406,0404,0404,0404,0406,0406,0206,0404,0404,0404,0408,0202,0202,0406
436,0913,0909,0611,0915,0709,0909,0909,0911,0909,0000,0912,1414,0809,0606,0909,0909,0911,0609,0909,0209,0909,0000,0809,0909,0000,0606,0909,0909,0909,0909,0909,0809,0912,0609,0912,0000,0909,0909,0909,0609,0910,0209,0608,0909,0108,0909,0909,0606,0409,0809,0608,0911,0909,0611,0909,0915,0809,0000,0505,0303,0809,0909,0404,0909,0909,0609
439,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0000,0202,0202,0000
447,0404,0404,0303,0404,0404,0304,0404,0304,0404,0304,0304,0304,0404,0304,0303,0404,0304,0304,0404,0404,0404,0303,0404,0103,0404,0304,0304,0404,0404,0304,0404,0404,0404,0303,0304,0304,0406,0404,0304,0304,0304,0303,0304,0304,0304,0404,0304,0304,0304,0304,0404,0404,0205,0304,0304,0404,0404,0404,0404,0304,0304,0404,0000,0404,0404,0304
448,0505,0505,0505,0505,0505,0505,0000,0505,0505,0505,0505,0505,0505,0305,0000,0505,0000,0505,0505,0505,0505,0505,0506,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0305,0506,0505,0505,0505,0505,0505,0505,0506,0305,0205,0505,0505,0505,0505,0505,0505,0505,0505,0505,0507,0505,0505,0205,0505,0506,0505,0104,0505,0505,0505,0505
450,0107,0306,0606,0313,0611,1316,1111,0406,0606,0611,0606,0609,0606,0707,0606,0000,0607,0606,0606,0606,0607,0613,0611,0106,0000,0909,0606,0606,0707,0606,0106,0606,0606,0106,0606,0607,0606,0606,0613,0000,0606,0611,0106,0306,0606,0606,0306,0611,0606,0606,0207,0000,0607,0715,0606,0606,0714,0406,0506,0407,0606,0707,0707,0606,0606,0712
455,0707,0710,0303,0307,0707,0707,0307,0707,0707,0000,0707,0707,0000,0707,0707,0909,0709,0709,0707,0709,0708,0308,0000,0000,0709,0909,0709,0607,0707,0707,0709,0707,0307,0000,0709,0707,0707,0707,0707,0109,0707,0203,0709,0709,0707,0707,0707,0709,0707,0709,0707,0307,0909,0711,0707,0707,0709,0707,0307,0707,0707,0707,0000,0707,0707,0707
460,0000,1212,1212,1212,1212,1212,0000,0202,0000,1212,1212,1212,1216,1212,1213,1212,1221,0212,0000,1212,0000,1212,1212,1212,1212,0606,0404,1111,1212,1212,1212,0000,1212,1213,1212,1010,0000,1212,1218,0812,0312,1212,0000,0112,1214,1212,1212,2121,1919,1212,1111,1212,0000,0505,1212,1212,1212,1212,0000,1217,1616,2020,1212,0000,1212,0000
461,0102,0000,0303,0303,0303,0307,0303,0303,0308,0000,0303,0303,0505,0303,0303,0303,0303,0303,0303,0303,0307,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0305,0308,0303,0303,0305,0303,0303,0305,0306,0308,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0205,0309,0303,0303,0309,0303,0303
465,1010,1010,1010,1010,1011,1010,0000,1010,1010,0510,1010,0910,0610,1010,1010,0000,0110,1010,1010,1010,0510,1010,1010,1017,1010,0000,0000,0310,1010,1010,1212,1015,1010,0000,1212,1010,0610,1010,1016,1010,1010,1010,1010,1010,1010,1010,1013,0707,1010,1010,0610,1010,1010,0715,1010,0410,0110,1017,0310,1010,1014,1212,0000,1013,0710,0000
467,0202,0205,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0203,0202,0203,0202,0202,0000,0202,0202,0000,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0205,0203,0202,0202,0202,0202,0202,0205,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203
471,0101,0101,0101,0103,0103,0101,0101,0101,0101,0101,0106,0101,0101,0101,0103,0103,0101,0103,0303,0303,0101,0101,0101,0103,0101,0101,0101,0101,0101,0101,0101,0303,0101,0101,0102,0101,0303,0101,0101,0101,0103,0101,0101,0101,0303,0101,0101,0101,0101,0104,0101,0101,0101,0101,0101,0101,0102,0103,0103,0101,0101,0101,0101,0101,0101,0305
473,0404,0405,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0104,0404,0404,0404,0404,0104,0204,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0304,0404,0404,0404,0404,0404,0404,0404,0406,0407,0404,0404,0404,0404,0104,0404,0404,0104,0404,0404,0104,0404,0204,0404,0204,0404,0404,0404,0404,0404
476,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0103,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
480,0707,0307,0707,0707,0707,0000,0707,0707,0000,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0710,0707,0707,0707,0707,0707,0707,0707,0707,0000,0707,0707,0909,0707,0808,0707,0407,0000,0707,0707,1111,0707,0707,0707,0208,0707,0101,0707,0707,0707,0707,0707,0707,0707,0707,0707,0707,0000,0707,0707,0707,0000,0707,0707,0505,0707
482,0404,0710,0507,0000,0304,0304,1010,0404,0707,0000,0404,0000,0610,1012,0506,0505,0410,0000,1010,1010,1010,1111,0303,0410,1010,0410,0304,0610,0505,1010,1010,0506,0410,0506,0000,0405,0610,0412,0000,0610,1010,0510,0610,1010,0000,0105,1010,0205,1012,0304,0610,0410,0510,0707,0507,0000,0000,0303,0404,0404,0510,1010,0606,1010,0000,0405
485,0106,0101,0101,0106,0101,0106,0101,0101,0106,0106,0101,0606,0101,0101,0101,0101,0106,0101,0106,0101,0000,0606,0102,0106,0000,0101,0101,0000,0606,0106,0101,0101,0106,0101,0101,0101,0101,0000,0000,0000,0101,0101,0101,0606,0101,0606,0000,0106,0106,0606,0101,0101,0101,0101,0000,0101,0000,0101,0106,0000,0106,0106,0101,0101,0101,0101
486,0505,0505,0505,0505,0000,0000,0505,0405,0505,0505,0505,0505,0505,0505,0505,0505,0404,0105,0506,0505,0000,0505,0505,0505,0505,0000,0505,0505,0505,0505,0505,0505,0101,0505,0505,0505,0505,0505,0505,0506,0505,0205,0505,0505,0505,0505,0506,0505,0505,0305,0505,0505,0505,0505,0505,0505,0505,0606,0000,0505,0000,0505,0000,0505,0505,0505
488,0505,0101,0103,0505,0305,0305,0505,0505,0508,0103,0505,0505,0000,0105,0105,0101,0505,0305,0505,0505,0305,0505,0105,0505,0105,0105,0505,0105,0105,0305,0505,0505,0203,0505,0505,0505,0508,0305,0105,0505,0505,0505,0505,0505,0506,0505,0505,0505,0405,0505,0305,0505,0508,0105,0305,0105,0507,0505,0105,0303,0305,0305,0105,0105,0505,0105
